region,age,age_group,gender,language,education,income,response
Ternopil Oblast,29,25-34,male,ukrainian,bachelors,30000-60000,stay
Dnipropetrovsk Oblast,34,25-34,male,ukrainian,bachelors,30000-60000,flee
Odessa,34,25-34,female,ukrainian,bachelors,30000-60000,flee
Dnipropetrovsk Oblast,98,65+,female,ukrainian,masters-or-higher,30000-60000,different
Vinnytsya Oblast,53,45-54,male,ukrainian,post-secondary,30000-60000,stay
Donetsk Oblast,35,35-44,male,russian,primary,30000-60000,stay
Kharkiv,53,45-54,male,russian,bachelors,30000-60000,stay
Kyiv City,18,16-24,female,ukrainian,secondary,30000-60000,stay
Kyiv City,21,16-24,female,ukrainian,bachelors,30000-60000,different
Zaporizhzhya Oblast,24,16-24,male,ukrainian,masters-or-higher,30000-60000,flee
Crimea,20,16-24,male,russian,primary,30000-60000,flee
Mykolayiv Oblast,40,35-44,male,russian,masters-or-higher,30000-60000,stay
Vinnytsya Oblast,23,16-24,male,ukrainian,masters-or-higher,30000-60000,different
Lviv Oblast,19,16-24,male,russian,secondary,30000-60000,different
Zaporizhzhya Oblast,20,16-24,female,ukrainian,bachelors,30000-60000,flee
Cherkasy Oblast,18,16-24,male,ukrainian,post-secondary,30000-60000,stay
Cherkasy Oblast,43,35-44,male,russian,masters-or-higher,30000-60000,stay
Chernihiv,98,65+,male,ukrainian,bachelors,30000-60000,stay
Dnipropetrovsk Oblast,39,35-44,male,russian,post-secondary,30000-60000,different
Rivne,29,25-34,female,ukrainian,secondary,30000-60000,stay
Kyiv City,24,16-24,female,ukrainian,bachelors,30000-60000,different
Zaporizhzhya Oblast,23,16-24,male,ukrainian,secondary,30000-60000,stay
Kyiv City,24,16-24,male,ukrainian,bachelors,30000-60000,stay
Dnipropetrovsk Oblast,50,45-54,male,ukrainian,post-secondary,30000-60000,stay
Transcarpathia,32,25-34,female,ukrainian,post-secondary,30000-60000,stay
Rivne,18,16-24,female,ukrainian,post-secondary,30000-60000,stay
Lviv Oblast,22,16-24,female,ukrainian,bachelors,30000-60000,flee
Dnipropetrovsk Oblast,28,25-34,female,russian,post-secondary,30000-60000,flee
Dnipropetrovsk Oblast,34,25-34,male,ukrainian,masters-or-higher,30000-60000,different
Ivano-Frankivsk Oblast,20,16-24,female,ukrainian,post-secondary,30000-60000,stay
Vinnytsya Oblast,24,16-24,male,russian,masters-or-higher,30000-60000,stay
Vinnytsya Oblast,16,16-24,male,russian,primary,30000-60000,different
Kharkiv,24,16-24,male,russian,post-secondary,30000-60000,stay
Luhansk,26,25-34,male,ukrainian,masters-or-higher,30000-60000,stay
Dnipropetrovsk Oblast,50,45-54,male,ukrainian,secondary,30000-60000,stay
Lviv Oblast,25,25-34,female,ukrainian,masters-or-higher,30000-60000,stay
Kharkiv,98,65+,male,russian,bachelors,30000-60000,flee
Odessa,30,25-34,male,ukrainian,post-secondary,30000-60000,stay
Vinnytsya Oblast,16,16-24,male,russian,primary,30000-60000,different
Lviv Oblast,28,25-34,male,ukrainian,bachelors,30000-60000,stay
Kyiv City,45,45-54,female,ukrainian,secondary,30000-60000,stay
Poltava Oblast,26,25-34,female,ukrainian,bachelors,30000-60000,flee
Sumy,46,45-54,female,russian,post-secondary,30000-60000,different
Crimea,59,55-64,male,russian,post-secondary,30000-60000,stay
Kyiv City,52,45-54,male,ukrainian,masters-or-higher,30000-60000,different
Odessa,17,16-24,male,russian,bachelors,30000-60000,stay
Poltava Oblast,20,16-24,female,ukrainian,secondary,30000-60000,different
Poltava Oblast,20,16-24,female,ukrainian,secondary,30000-60000,different
Kyiv City,33,25-34,male,ukrainian,masters-or-higher,30000-60000,stay
Kyiv City,18,16-24,female,russian,bachelors,30000-60000,stay
Vinnytsya Oblast,17,16-24,male,ukrainian,primary,30000-60000,stay
Vinnytsya Oblast,26,25-34,female,ukrainian,bachelors,30000-60000,stay
Luhansk,63,55-64,male,ukrainian,masters-or-higher,30000-60000,different
Donetsk Oblast,52,45-54,male,russian,bachelors,30000-60000,flee
Donetsk Oblast,40,35-44,male,russian,masters-or-higher,30000-60000,stay
Chernihiv,21,16-24,female,ukrainian,post-secondary,30000-60000,flee
Odessa,17,16-24,male,ukrainian,secondary,30000-60000,stay
Sumy,23,16-24,female,ukrainian,post-secondary,30000-60000,stay
Luhansk,22,16-24,male,russian,secondary,30000-60000,different
Lviv Oblast,37,35-44,male,ukrainian,masters-or-higher,30000-60000,stay
Kyiv City,25,25-34,female,ukrainian,bachelors,30000-60000,different
Crimea,98,65+,male,russian,masters-or-higher,30000-60000,different
Lviv Oblast,18,16-24,male,ukrainian,secondary,30000-60000,stay
Cherkasy Oblast,51,45-54,female,russian,masters-or-higher,30000-60000,different
Dnipropetrovsk Oblast,45,45-54,male,ukrainian,primary,30000-60000,flee
Donetsk Oblast,36,35-44,female,russian,post-secondary,30000-60000,different
Lviv Oblast,27,25-34,female,ukrainian,masters-or-higher,30000-60000,different
Dnipropetrovsk Oblast,22,16-24,male,russian,bachelors,30000-60000,flee
Kyiv City,18,16-24,female,ukrainian,secondary,30000-60000,flee
Crimea,26,25-34,male,russian,post-secondary,30000-60000,stay
Lviv Oblast,21,16-24,female,russian,bachelors,30000-60000,flee
Kyiv City,29,25-34,male,ukrainian,masters-or-higher,30000-60000,stay
Khmelnytskyi Oblast,20,16-24,male,ukrainian,bachelors,30000-60000,stay
Volyn,44,35-44,male,russian,post-secondary,30000-60000,different
Vinnytsya Oblast,26,25-34,male,ukrainian,secondary,30000-60000,flee
Odessa,34,25-34,male,ukrainian,secondary,30000-60000,stay
Vinnytsya Oblast,35,35-44,male,russian,masters-or-higher,30000-60000,different
Kyiv Oblast,26,25-34,male,ukrainian,secondary,30000-60000,stay
Lviv Oblast,20,16-24,female,ukrainian,bachelors,30000-60000,flee
Chernivtsi Oblast,40,35-44,male,russian,secondary,30000-60000,stay
Crimea,46,45-54,male,russian,secondary,30000-60000,different
Dnipropetrovsk Oblast,33,25-34,male,ukrainian,masters-or-higher,30000-60000,stay
Donetsk Oblast,42,35-44,male,russian,secondary,30000-60000,stay
Zaporizhzhya Oblast,22,16-24,male,russian,secondary,30000-60000,different
Kyiv City,18,16-24,female,ukrainian,secondary,30000-60000,stay
Kyiv City,20,16-24,male,ukrainian,post-secondary,30000-60000,stay
Rivne,22,16-24,male,ukrainian,masters-or-higher,30000-60000,stay
Kharkiv,29,25-34,female,russian,bachelors,30000-60000,flee
Ternopil Oblast,35,35-44,female,ukrainian,post-secondary,30000-60000,stay
Odessa,20,16-24,male,russian,secondary,30000-60000,stay
Dnipropetrovsk Oblast,35,35-44,male,ukrainian,masters-or-higher,30000-60000,stay
Dnipropetrovsk Oblast,42,35-44,female,ukrainian,masters-or-higher,30000-60000,stay
Vinnytsya Oblast,25,25-34,male,russian,secondary,30000-60000,stay
Kyiv City,20,16-24,male,ukrainian,secondary,30000-60000,stay
Lviv Oblast,37,35-44,female,ukrainian,post-secondary,30000-60000,flee
Luhansk,20,16-24,female,russian,secondary,30000-60000,flee
Kyiv City,98,65+,male,ukrainian,masters-or-higher,30000-60000,stay
Odessa,36,35-44,female,ukrainian,bachelors,30000-60000,flee
Dnipropetrovsk Oblast,17,16-24,male,russian,primary,30000-60000,flee
Vinnytsya Oblast,28,25-34,male,russian,secondary,30000-60000,stay
Zaporizhzhya Oblast,56,55-64,male,ukrainian,secondary,30000-60000,stay
Ivano-Frankivsk Oblast,16,16-24,male,ukrainian,secondary,30000-60000,different
Dnipropetrovsk Oblast,25,25-34,female,ukrainian,bachelors,30000-60000,stay
Vinnytsya Oblast,43,35-44,male,ukrainian,post-secondary,30000-60000,stay
Vinnytsya Oblast,30,25-34,male,russian,masters-or-higher,30000-60000,stay
Ivano-Frankivsk Oblast,50,45-54,male,russian,secondary,30000-60000,stay
Luhansk,43,35-44,female,russian,post-secondary,30000-60000,stay
Poltava Oblast,98,65+,male,ukrainian,masters-or-higher,30000-60000,stay
Rivne,34,25-34,male,russian,secondary,30000-60000,stay
Odessa,39,35-44,male,russian,post-secondary,30000-60000,flee
Kyiv City,98,65+,male,russian,masters-or-higher,30000-60000,stay
Vinnytsya Oblast,21,16-24,male,ukrainian,post-secondary,30000-60000,stay
Poltava Oblast,25,25-34,female,russian,masters-or-higher,30000-60000,flee
Luhansk,58,55-64,male,russian,post-secondary,30000-60000,flee
Dnipropetrovsk Oblast,45,45-54,male,russian,bachelors,30000-60000,stay
Donetsk Oblast,62,55-64,male,russian,masters-or-higher,30000-60000,flee
Volyn,24,16-24,female,ukrainian,masters-or-higher,30000-60000,stay
Kharkiv,28,25-34,male,ukrainian,post-secondary,30000-60000,stay
Zhytomyr,62,55-64,male,ukrainian,secondary,30000-60000,flee
Kyiv City,51,45-54,male,russian,masters-or-higher,30000-60000,stay
Kyiv City,21,16-24,male,ukrainian,secondary,30000-60000,different
Zaporizhzhya Oblast,31,25-34,male,russian,bachelors,30000-60000,stay
Ivano-Frankivsk Oblast,98,65+,female,ukrainian,post-secondary,30000-60000,stay
Zaporizhzhya Oblast,45,45-54,female,ukrainian,post-secondary,30000-60000,flee
Transcarpathia,59,55-64,male,ukrainian,post-secondary,30000-60000,stay
Kharkiv,39,35-44,male,russian,secondary,30000-60000,flee
Kyiv City,38,35-44,female,ukrainian,secondary,30000-60000,flee
Zaporizhzhya Oblast,29,25-34,male,ukrainian,post-secondary,30000-60000,stay
Khmelnytskyi Oblast,47,45-54,male,ukrainian,masters-or-higher,30000-60000,stay
Odessa,18,16-24,female,ukrainian,secondary,30000-60000,stay
Ivano-Frankivsk Oblast,40,35-44,male,russian,bachelors,30000-60000,stay
Kyiv Oblast,49,45-54,male,russian,masters-or-higher,30000-60000,different
Kyiv City,22,16-24,female,ukrainian,bachelors,30000-60000,stay
Odessa,32,25-34,male,russian,secondary,30000-60000,flee
Transcarpathia,98,65+,male,russian,masters-or-higher,30000-60000,flee
Dnipropetrovsk Oblast,54,45-54,male,russian,bachelors,30000-60000,different
Kyiv City,50,45-54,male,russian,bachelors,30000-60000,flee
Lviv Oblast,55,55-64,male,ukrainian,bachelors,30000-60000,stay
Poltava Oblast,18,16-24,female,ukrainian,secondary,30000-60000,stay
Kherson Oblast,62,55-64,male,russian,secondary,30000-60000,flee
Lviv Oblast,25,25-34,male,ukrainian,bachelors,30000-60000,flee
Kyiv City,22,16-24,female,ukrainian,post-secondary,30000-60000,flee
Luhansk,46,45-54,male,russian,post-secondary,30000-60000,different
Lviv Oblast,32,25-34,female,ukrainian,bachelors,30000-60000,stay
Dnipropetrovsk Oblast,46,45-54,female,ukrainian,masters-or-higher,30000-60000,different
Vinnytsya Oblast,98,65+,male,ukrainian,post-secondary,30000-60000,stay
Zaporizhzhya Oblast,57,55-64,female,russian,secondary,30000-60000,flee
Odessa,27,25-34,male,russian,masters-or-higher,30000-60000,stay
Kyiv City,44,35-44,male,russian,masters-or-higher,30000-60000,stay
Vinnytsya Oblast,57,55-64,male,ukrainian,post-secondary,30000-60000,stay
Sumy,98,65+,male,russian,masters-or-higher,30000-60000,stay
Lviv Oblast,21,16-24,male,ukrainian,secondary,30000-60000,different
Khmelnytskyi Oblast,21,16-24,female,ukrainian,bachelors,30000-60000,stay
Sumy,98,65+,male,russian,masters-or-higher,30000-60000,different
Vinnytsya Oblast,31,25-34,male,ukrainian,masters-or-higher,30000-60000,stay
Odessa,28,25-34,male,ukrainian,secondary,30000-60000,flee
Sumy,98,65+,male,russian,masters-or-higher,30000-60000,different
Sumy,98,65+,male,russian,masters-or-higher,30000-60000,different
Kyiv Oblast,38,35-44,male,ukrainian,masters-or-higher,30000-60000,different
Sebastopol City,44,35-44,male,russian,bachelors,30000-60000,different
Donetsk Oblast,98,65+,male,russian,post-secondary,30000-60000,different
Sumy,98,65+,male,russian,masters-or-higher,30000-60000,different
Sumy,98,65+,male,russian,masters-or-higher,30000-60000,different
Sumy,98,65+,male,russian,masters-or-higher,30000-60000,different
Sumy,98,65+,male,russian,masters-or-higher,30000-60000,different
Khmelnytskyi Oblast,53,45-54,male,russian,post-secondary,30000-60000,stay
Zaporizhzhya Oblast,48,45-54,male,russian,bachelors,30000-60000,flee
Kirovohrad Oblast,41,35-44,female,ukrainian,masters-or-higher,30000-60000,stay
Sumy,98,65+,male,russian,masters-or-higher,30000-60000,different
Donetsk Oblast,23,16-24,male,russian,post-secondary,30000-60000,flee
Kyiv City,45,45-54,female,russian,post-secondary,30000-60000,flee
Kyiv City,98,65+,male,ukrainian,post-secondary,30000-60000,stay
Donetsk Oblast,30,25-34,female,russian,masters-or-higher,30000-60000,flee
Khmelnytskyi Oblast,35,35-44,male,ukrainian,post-secondary,30000-60000,different
Vinnytsya Oblast,24,16-24,female,ukrainian,masters-or-higher,30000-60000,stay
Donetsk Oblast,35,35-44,male,ukrainian,post-secondary,30000-60000,stay
Kyiv City,38,35-44,male,russian,bachelors,30000-60000,flee
Kyiv City,58,55-64,female,ukrainian,masters-or-higher,30000-60000,stay
Chernihiv,51,45-54,male,ukrainian,masters-or-higher,30000-60000,stay
Rivne,21,16-24,female,ukrainian,secondary,30000-60000,flee
Sumy,21,16-24,male,ukrainian,bachelors,30000-60000,stay
Odessa,23,16-24,female,ukrainian,masters-or-higher,30000-60000,different
Kyiv City,29,25-34,male,ukrainian,masters-or-higher,30000-60000,different
Kirovohrad Oblast,17,16-24,male,ukrainian,primary,30000-60000,stay
Dnipropetrovsk Oblast,23,16-24,male,ukrainian,masters-or-higher,30000-60000,different
Sumy,39,35-44,male,russian,post-secondary,30000-60000,stay
Vinnytsya Oblast,50,45-54,female,ukrainian,secondary,30000-60000,stay
Kyiv City,98,65+,male,ukrainian,secondary,30000-60000,stay
Kyiv City,21,16-24,female,ukrainian,post-secondary,30000-60000,flee
Chernivtsi Oblast,17,16-24,male,ukrainian,secondary,30000-60000,flee
Vinnytsya Oblast,18,16-24,male,ukrainian,bachelors,30000-60000,flee
Vinnytsya Oblast,98,65+,male,ukrainian,secondary,30000-60000,stay
Cherkasy Oblast,52,45-54,male,ukrainian,masters-or-higher,30000-60000,stay
Zaporizhzhya Oblast,98,65+,female,ukrainian,post-secondary,30000-60000,stay
Kyiv City,57,55-64,male,russian,post-secondary,30000-60000,flee
Kyiv City,47,45-54,male,ukrainian,post-secondary,30000-60000,stay
Vinnytsya Oblast,60,55-64,male,ukrainian,post-secondary,30000-60000,stay
Vinnytsya Oblast,60,55-64,male,ukrainian,post-secondary,30000-60000,flee
Dnipropetrovsk Oblast,27,25-34,male,ukrainian,masters-or-higher,30000-60000,flee
Kyiv City,29,25-34,male,ukrainian,bachelors,30000-60000,stay
Vinnytsya Oblast,59,55-64,male,ukrainian,masters-or-higher,30000-60000,different
Odessa,26,25-34,female,ukrainian,masters-or-higher,30000-60000,different
Crimea,32,25-34,male,russian,bachelors,30000-60000,flee
Lviv Oblast,26,25-34,male,ukrainian,masters-or-higher,30000-60000,stay
Zaporizhzhya Oblast,30,25-34,male,ukrainian,primary,30000-60000,different
Ternopil Oblast,16,16-24,female,ukrainian,secondary,30000-60000,flee
Sumy,98,65+,male,russian,masters-or-higher,30000-60000,different
Poltava Oblast,27,25-34,male,ukrainian,post-secondary,30000-60000,flee
Rivne,57,55-64,female,ukrainian,masters-or-higher,30000-60000,stay
Sebastopol City,17,16-24,female,russian,secondary,30000-60000,flee
Khmelnytskyi Oblast,48,45-54,female,ukrainian,masters-or-higher,30000-60000,stay
Mykolayiv Oblast,32,25-34,male,russian,bachelors,30000-60000,flee
Volyn,98,65+,male,ukrainian,bachelors,30000-60000,flee
Donetsk Oblast,33,25-34,male,russian,masters-or-higher,30000-60000,flee
Dnipropetrovsk Oblast,18,16-24,male,ukrainian,secondary,30000-60000,flee
Chernivtsi Oblast,38,35-44,male,russian,bachelors,30000-60000,flee
Kharkiv,50,45-54,male,russian,secondary,30000-60000,stay
Kyiv City,50,45-54,male,russian,post-secondary,30000-60000,flee
Kharkiv,26,25-34,female,ukrainian,masters-or-higher,30000-60000,stay
Khmelnytskyi Oblast,98,65+,male,russian,bachelors,30000-60000,stay
Volyn,20,16-24,female,russian,secondary,30000-60000,stay
Zhytomyr,60,55-64,male,russian,secondary,30000-60000,stay
Kyiv City,16,16-24,male,ukrainian,secondary,30000-60000,stay
Zaporizhzhya Oblast,52,45-54,male,russian,post-secondary,30000-60000,stay
Vinnytsya Oblast,31,25-34,male,ukrainian,secondary,30000-60000,different
Donetsk Oblast,38,35-44,male,russian,post-secondary,30000-60000,different
Vinnytsya Oblast,25,25-34,male,russian,masters-or-higher,30000-60000,stay
Sumy,45,45-54,male,ukrainian,post-secondary,30000-60000,stay
Khmelnytskyi Oblast,16,16-24,male,ukrainian,secondary,30000-60000,different
Crimea,52,45-54,male,russian,masters-or-higher,30000-60000,flee
Kyiv City,50,45-54,male,ukrainian,masters-or-higher,30000-60000,stay
Kharkiv,57,55-64,male,russian,post-secondary,30000-60000,different
Vinnytsya Oblast,32,25-34,female,ukrainian,masters-or-higher,30000-60000,different
Vinnytsya Oblast,25,25-34,male,ukrainian,masters-or-higher,30000-60000,stay
Volyn,22,16-24,female,ukrainian,bachelors,30000-60000,different
Crimea,36,35-44,female,russian,bachelors,30000-60000,stay
Dnipropetrovsk Oblast,42,35-44,male,russian,secondary,30000-60000,different
Kyiv City,25,25-34,male,ukrainian,bachelors,30000-60000,flee
Kyiv City,30,25-34,male,ukrainian,masters-or-higher,30000-60000,flee
Kyiv City,49,45-54,male,russian,bachelors,30000-60000,flee
Ivano-Frankivsk Oblast,33,25-34,female,ukrainian,masters-or-higher,30000-60000,flee
Dnipropetrovsk Oblast,33,25-34,male,russian,bachelors,30000-60000,flee
Kyiv Oblast,16,16-24,female,ukrainian,secondary,30000-60000,stay
Volyn,16,16-24,male,ukrainian,secondary,30000-60000,different
Ivano-Frankivsk Oblast,98,65+,male,ukrainian,masters-or-higher,30000-60000,stay
Odessa,21,16-24,male,ukrainian,masters-or-higher,30000-60000,stay
Sumy,18,16-24,female,ukrainian,secondary,30000-60000,flee
Odessa,45,45-54,male,ukrainian,post-secondary,30000-60000,flee
Ternopil Oblast,21,16-24,female,ukrainian,bachelors,30000-60000,different
Kyiv City,18,16-24,female,ukrainian,masters-or-higher,30000-60000,different
Odessa,25,25-34,female,ukrainian,bachelors,30000-60000,stay
Sebastopol City,36,35-44,male,russian,bachelors,30000-60000,flee
Dnipropetrovsk Oblast,27,25-34,male,russian,post-secondary,30000-60000,different
Donetsk Oblast,35,35-44,male,russian,bachelors,30000-60000,flee
Vinnytsya Oblast,18,16-24,female,ukrainian,post-secondary,30000-60000,flee
Crimea,47,45-54,male,russian,masters-or-higher,30000-60000,different
Kyiv City,51,45-54,male,russian,masters-or-higher,30000-60000,stay
Kyiv City,49,45-54,male,russian,masters-or-higher,30000-60000,stay
Dnipropetrovsk Oblast,19,16-24,male,ukrainian,post-secondary,30000-60000,flee
Kyiv City,98,65+,male,russian,post-secondary,30000-60000,stay
Kyiv City,63,55-64,male,ukrainian,secondary,30000-60000,stay
Dnipropetrovsk Oblast,18,16-24,male,ukrainian,post-secondary,30000-60000,flee
Kharkiv,55,55-64,female,ukrainian,masters-or-higher,30000-60000,stay
Kyiv City,55,55-64,female,ukrainian,masters-or-higher,30000-60000,stay
Khmelnytskyi Oblast,98,65+,male,ukrainian,post-secondary,30000-60000,stay
Zaporizhzhya Oblast,56,55-64,male,russian,post-secondary,30000-60000,flee
Transcarpathia,18,16-24,male,ukrainian,post-secondary,30000-60000,stay
Khmelnytskyi Oblast,36,35-44,male,ukrainian,bachelors,30000-60000,different
Vinnytsya Oblast,51,45-54,male,ukrainian,masters-or-higher,30000-60000,stay
Dnipropetrovsk Oblast,21,16-24,female,ukrainian,post-secondary,30000-60000,stay
Kyiv City,19,16-24,female,ukrainian,bachelors,30000-60000,stay
Ternopil Oblast,19,16-24,female,ukrainian,bachelors,30000-60000,stay
Donetsk Oblast,23,16-24,male,russian,post-secondary,30000-60000,different
Odessa,18,16-24,female,ukrainian,post-secondary,30000-60000,flee
Transcarpathia,23,16-24,female,ukrainian,masters-or-higher,30000-60000,different
Lviv Oblast,18,16-24,male,ukrainian,secondary,30000-60000,different
Dnipropetrovsk Oblast,21,16-24,female,ukrainian,bachelors,30000-60000,different
Dnipropetrovsk Oblast,54,45-54,female,ukrainian,bachelors,30000-60000,stay
Chernihiv,35,35-44,male,ukrainian,bachelors,30000-60000,stay
Donetsk Oblast,46,45-54,male,russian,bachelors,30000-60000,different
Vinnytsya Oblast,48,45-54,male,ukrainian,secondary,30000-60000,flee
Sumy,30,25-34,male,ukrainian,bachelors,30000-60000,stay
Kyiv City,16,16-24,female,ukrainian,primary,30000-60000,flee
Kyiv City,60,55-64,male,ukrainian,post-secondary,30000-60000,flee
Odessa,40,35-44,male,russian,post-secondary,30000-60000,flee
Kyiv Oblast,52,45-54,male,ukrainian,masters-or-higher,30000-60000,flee
Kherson Oblast,24,16-24,male,ukrainian,masters-or-higher,30000-60000,stay
Kyiv City,27,25-34,male,ukrainian,masters-or-higher,30000-60000,flee
Kyiv City,43,35-44,male,ukrainian,masters-or-higher,30000-60000,flee
Mykolayiv Oblast,27,25-34,male,russian,post-secondary,30000-60000,flee
Kyiv City,27,25-34,female,ukrainian,post-secondary,30000-60000,flee
Kyiv City,18,16-24,male,ukrainian,bachelors,30000-60000,flee
Chernivtsi Oblast,21,16-24,male,russian,masters-or-higher,30000-60000,stay
Kharkiv,19,16-24,male,russian,bachelors,30000-60000,stay
Kharkiv,44,35-44,male,russian,post-secondary,30000-60000,different
Donetsk Oblast,30,25-34,female,russian,post-secondary,30000-60000,flee
Lviv Oblast,34,25-34,male,ukrainian,bachelors,30000-60000,stay
Kyiv City,18,16-24,male,russian,post-secondary,30000-60000,stay
Mykolayiv Oblast,44,35-44,male,russian,masters-or-higher,30000-60000,stay
Dnipropetrovsk Oblast,18,16-24,female,russian,bachelors,30000-60000,stay
Vinnytsya Oblast,25,25-34,male,ukrainian,post-secondary,30000-60000,stay
Donetsk Oblast,37,35-44,male,ukrainian,post-secondary,30000-60000,stay
Dnipropetrovsk Oblast,18,16-24,male,russian,post-secondary,30000-60000,different
Vinnytsya Oblast,52,45-54,male,ukrainian,masters-or-higher,30000-60000,stay
Kyiv City,18,16-24,female,russian,post-secondary,30000-60000,flee
Donetsk Oblast,32,25-34,female,russian,secondary,30000-60000,different
Zaporizhzhya Oblast,19,16-24,male,russian,post-secondary,30000-60000,stay
Volyn,25,25-34,male,ukrainian,masters-or-higher,30000-60000,stay
Kyiv City,18,16-24,male,ukrainian,masters-or-higher,30000-60000,flee
Zaporizhzhya Oblast,61,55-64,male,ukrainian,masters-or-higher,30000-60000,stay
Kharkiv,55,55-64,male,ukrainian,post-secondary,30000-60000,flee
Khmelnytskyi Oblast,58,55-64,male,russian,bachelors,30000-60000,different
Ivano-Frankivsk Oblast,37,35-44,male,ukrainian,masters-or-higher,30000-60000,stay
Zaporizhzhya Oblast,52,45-54,female,russian,masters-or-higher,30000-60000,different
Kharkiv,41,35-44,male,ukrainian,masters-or-higher,30000-60000,stay
Ivano-Frankivsk Oblast,18,16-24,female,ukrainian,secondary,30000-60000,stay
Chernivtsi Oblast,24,16-24,male,ukrainian,post-secondary,30000-60000,stay
Lviv Oblast,16,16-24,female,ukrainian,secondary,30000-60000,different
Kyiv City,27,25-34,male,ukrainian,bachelors,30000-60000,different
Zaporizhzhya Oblast,18,16-24,female,ukrainian,bachelors,30000-60000,flee
Donetsk Oblast,44,35-44,male,russian,masters-or-higher,30000-60000,flee
Kyiv City,26,25-34,male,ukrainian,masters-or-higher,30000-60000,stay
Donetsk Oblast,30,25-34,male,russian,secondary,30000-60000,flee
Poltava Oblast,35,35-44,male,russian,secondary,30000-60000,flee
Kyiv City,20,16-24,female,ukrainian,bachelors,30000-60000,different
Zaporizhzhya Oblast,23,16-24,female,ukrainian,masters-or-higher,30000-60000,stay
Kyiv City,21,16-24,female,ukrainian,bachelors,30000-60000,stay
Kyiv Oblast,20,16-24,male,ukrainian,secondary,30000-60000,flee
Chernivtsi Oblast,21,16-24,male,ukrainian,masters-or-higher,30000-60000,flee
Vinnytsya Oblast,17,16-24,male,russian,primary,30000-60000,stay
Lviv Oblast,27,25-34,male,ukrainian,masters-or-higher,30000-60000,stay
Crimea,52,45-54,male,russian,masters-or-higher,30000-60000,stay
Kharkiv,19,16-24,male,russian,secondary,30000-60000,flee
Ivano-Frankivsk Oblast,98,65+,male,ukrainian,bachelors,30000-60000,stay
Lviv Oblast,36,35-44,male,ukrainian,masters-or-higher,30000-60000,stay
Luhansk,25,25-34,male,russian,masters-or-higher,30000-60000,flee
Dnipropetrovsk Oblast,18,16-24,female,russian,secondary,30000-60000,different
Kyiv City,52,45-54,male,ukrainian,masters-or-higher,30000-60000,stay
Zaporizhzhya Oblast,19,16-24,female,ukrainian,secondary,30000-60000,different
Vinnytsya Oblast,20,16-24,female,ukrainian,secondary,30000-60000,flee
Vinnytsya Oblast,25,25-34,male,ukrainian,masters-or-higher,30000-60000,different
Kyiv City,25,25-34,female,ukrainian,secondary,30000-60000,stay
Mykolayiv Oblast,27,25-34,male,ukrainian,masters-or-higher,30000-60000,stay
Kherson Oblast,45,45-54,male,russian,post-secondary,30000-60000,different
Ternopil Oblast,25,25-34,male,ukrainian,masters-or-higher,30000-60000,different
Ternopil Oblast,21,16-24,female,ukrainian,bachelors,30000-60000,different
Volyn,25,25-34,female,ukrainian,bachelors,60001-120000,different
Lviv Oblast,42,35-44,male,russian,masters-or-higher,60001-120000,stay
Kyiv Oblast,24,16-24,male,ukrainian,bachelors,60001-120000,stay
Ternopil Oblast,35,35-44,male,russian,post-secondary,60001-120000,different
Lviv Oblast,60,55-64,female,ukrainian,masters-or-higher,60001-120000,different
Cherkasy Oblast,18,16-24,male,ukrainian,secondary,60001-120000,different
Dnipropetrovsk Oblast,61,55-64,male,russian,masters-or-higher,60001-120000,flee
Kharkiv,23,16-24,male,ukrainian,post-secondary,60001-120000,stay
Vinnytsya Oblast,27,25-34,female,ukrainian,post-secondary,60001-120000,different
Vinnytsya Oblast,22,16-24,female,ukrainian,bachelors,60001-120000,different
Cherkasy Oblast,38,35-44,male,russian,post-secondary,60001-120000,stay
Zhytomyr,18,16-24,female,russian,post-secondary,60001-120000,stay
Zaporizhzhya Oblast,30,25-34,male,ukrainian,post-secondary,60001-120000,different
Luhansk,20,16-24,male,russian,post-secondary,60001-120000,stay
Odessa,37,35-44,male,russian,bachelors,60001-120000,different
Mykolayiv Oblast,25,25-34,male,russian,bachelors,60001-120000,flee
Vinnytsya Oblast,58,55-64,female,russian,post-secondary,60001-120000,different
Luhansk,98,65+,female,russian,primary,60001-120000,stay
Vinnytsya Oblast,37,35-44,male,ukrainian,post-secondary,60001-120000,stay
Donetsk Oblast,53,45-54,female,russian,masters-or-higher,60001-120000,flee
Kharkiv,25,25-34,female,russian,primary,60001-120000,stay
Khmelnytskyi Oblast,26,25-34,male,ukrainian,masters-or-higher,60001-120000,stay
Odessa,25,25-34,male,ukrainian,post-secondary,60001-120000,stay
Sebastopol City,55,55-64,male,russian,post-secondary,60001-120000,stay
Vinnytsya Oblast,23,16-24,male,ukrainian,post-secondary,60001-120000,stay
Vinnytsya Oblast,33,25-34,male,ukrainian,post-secondary,60001-120000,stay
Sebastopol City,25,25-34,female,russian,bachelors,60001-120000,different
Odessa,32,25-34,male,russian,post-secondary,60001-120000,flee
Kyiv City,19,16-24,male,ukrainian,post-secondary,60001-120000,different
Lviv Oblast,98,65+,female,ukrainian,post-secondary,60001-120000,flee
Crimea,98,65+,male,russian,post-secondary,60001-120000,different
Kyiv City,49,45-54,male,russian,bachelors,60001-120000,stay
Vinnytsya Oblast,24,16-24,female,russian,masters-or-higher,60001-120000,different
